OBJECTID,FMR_0BDR,FMR_1BDR,FMR_2BDR,FMR_3BDR,FMR_4BDR,FMR_CODE,FMR_AREANAME,SHAPE_Length,SHAPE_Area
11421,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.332593397150404,0.0050910580638381
11422,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.462598824874824,0.0101564281866458
11423,865,871,1146,1447,1727,METRO49340MM2600,"Fitchburg-Leominster, MA HUD Metro FMR Area",0.503354554514242,0.0105758439783376
11424,1824,1942,2213,2736,3186,NCNTY25007N25007,"Dukes County, MA",1.09063103114447,0.00800147885006049
11425,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.364993090007197,0.00537950053631638
11426,798,909,1160,1488,1672,METRO44140M25011,"Franklin County, MA HUD Metro FMR Area",0.55768397532196,0.00757527977040267
11427,798,909,1160,1488,1672,METRO44140M25011,"Franklin County, MA HUD Metro FMR Area",0.371301921529246,0.00564650793556592
11428,798,909,1160,1488,1672,METRO44140M25011,"Franklin County, MA HUD Metro FMR Area",0.485865547528568,0.0107457471727797
11429,798,909,1160,1488,1672,METRO44140M25011,"Franklin County, MA HUD Metro FMR Area",0.346688937622785,0.00709542468741648
11430,798,909,1160,1488,1672,METRO44140M25011,"Franklin County, MA HUD Metro FMR Area",0.429406218164701,0.0068360917850458
11431,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.332558507887125,0.00587378835733661
11432,615,734,866,1136,1274,METRO27100M27100,"Jackson, MI MSA",0.567585423165852,0.0144768488119833
11433,615,734,866,1136,1274,METRO27100M27100,"Jackson, MI MSA",0.410086983607835,0.0102720131743043
11434,524,575,757,1022,1072,NCNTY26085N26085,"Lake County, MI",0.41463210255624,0.010400924289196
11435,576,588,774,973,1050,NCNTY26105N26105,"Mason County, MI",0.433729121315916,0.00806112173322791
11436,1824,1942,2213,2736,3186,NCNTY25007N25007,"Dukes County, MA",0.512135631142083,0.00585498182484857
11437,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.363203521818908,0.00773569461572614
11438,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.31560310377303,0.0063142338551521
11439,798,909,1160,1488,1672,METRO44140M25011,"Franklin County, MA HUD Metro FMR Area",0.51068336362757,0.0123294516057999
11440,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.31729816453607,0.00451196676908983
11441,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.325609063952254,0.00383093708469464
11442,1237,1359,1773,2192,2404,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",0.40808640594368,0.00658782765602479
11443,1248,1428,1879,2323,2548,METRO12700M12700,"Barnstable Town, MA MSA",0.583319427819212,0.00400886852512433
11444,587,591,757,1053,1181,NCNTY26041N26041,"Delta County, MI",0.889402983777784,0.0253239940579727
11445,587,591,757,1053,1181,NCNTY26041N26041,"Delta County, MI",0.770010186576675,0.0203453616957122
11446,524,637,757,936,1072,NCNTY26003N26003,"Alger County, MI",0.31813675641302,0.00157421451110816
11447,524,637,757,936,1072,NCNTY26003N26003,"Alger County, MI",0.703678006876806,0.0244970329608821
11448,646,655,845,1094,1252,METRO35660M35660,"Niles-Benton Harbor, MI MSA",0.334509105176231,0.00130510923114279
11449,646,655,845,1094,1252,METRO35660M35660,"Niles-Benton Harbor, MI MSA",0.157601850161567,0.000816183648623745
11450,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.490566520316449,0.0135025070442576
11451,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.337774747081454,0.00586424744794175
11452,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.381541542042655,0.00737727732035274
11453,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.425075135112157,0.0070074981784569
11454,1237,1359,1773,2192,2404,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",0.376043212085374,0.00600885117698856
11455,587,591,757,1053,1181,NCNTY26041N26041,"Delta County, MI",0.416741247173487,0.00713008737936665
11456,587,591,757,1053,1181,NCNTY26041N26041,"Delta County, MI",0.685442751533667,0.0180915377149892
11457,587,591,757,1053,1181,NCNTY26041N26041,"Delta County, MI",0.667068707759242,0.0175804302950121
11458,566,644,757,1040,1158,NCNTY26109N26109,"Menominee County, MI",0.48801265378673,0.0107594319961709
11459,733,848,1084,1371,1473,METRO19820M19820,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",0.431596861364968,0.00604828817002023
11460,733,848,1084,1371,1473,METRO19820M19820,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",0.268503190369437,0.00189842072414534
11461,733,848,1084,1371,1473,METRO19820M19820,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",0.370825714769983,0.00855912977562444
11462,733,848,1084,1371,1473,METRO19820M19820,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",0.410475579429347,0.0102934982607018
11463,733,848,1084,1371,1473,METRO19820M19820,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",0.385311578352346,0.0048354748507472
11464,848,1013,1277,1623,1759,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",0.449614787423821,0.0120353933076381
11465,848,1013,1277,1623,1759,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",0.347566032257521,0.00538865528726842
11466,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.513113264352525,0.0136840847050404
11467,1237,1359,1773,2192,2404,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",0.464449900938565,0.00514961594936933
11468,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.190031647557376,0.00116748939343394
11469,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.366135249130962,0.0044874354548872
11470,566,644,757,1040,1158,NCNTY26109N26109,"Menominee County, MI",0.418885674047499,0.0106805282513942
11471,587,591,757,1053,1181,NCNTY26041N26041,"Delta County, MI",0.609723207084475,0.00377369406398973
11472,587,591,757,1053,1181,NCNTY26041N26041,"Delta County, MI",0.796645549713755,0.0180651971784479
11473,576,588,774,973,1050,NCNTY26105N26105,"Mason County, MI",0.560459252299438,0.0142418439858811
11474,576,588,774,973,1050,NCNTY26105N26105,"Mason County, MI",0.539125893847939,0.00459612031362775
11475,814,852,971,1329,1381,METRO24340M26100,"Holland-Grand Haven, MI HUD Metro FMR Area",0.0746897361395396,9.40467143797999e-06
11476,814,852,971,1329,1381,METRO24340M26100,"Holland-Grand Haven, MI HUD Metro FMR Area",0.166279593562041,0.00137783832873682
11477,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.37806184410744,0.00606530443012226
11478,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.443403692527715,0.0108656345108575
11479,928,1062,1397,1789,2210,METRO49340MM1120,"Eastern Worcester County, MA HUD Metro FMR Area",0.386610849298205,0.00616224162869901
11480,865,871,1146,1447,1727,METRO49340MM2600,"Fitchburg-Leominster, MA HUD Metro FMR Area",0.49968554391647,0.00919681448329813
11481,1145,1309,1723,2181,2505,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",0.153141753111259,0.00127985216192862
11482,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.397424939736582,0.00435577133048504
11483,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.32435236258385,0.00486731913987782
11484,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.327247800684876,0.00456343376589028
11485,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.354997647410261,0.00451409596349681
11486,1145,1309,1723,2181,2505,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",0.500016884891024,0.0101393276403255
11487,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1.13797314940542,0.0288284503537958
11488,1145,1309,1723,2181,2505,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",0.292530270850687,0.0042488778706044
11489,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.71501017606811,0.00497807810952387
11490,587,591,757,1053,1181,NCNTY26041N26041,"Delta County, MI",1.42363808520654,0.0486443210824719
11491,587,591,757,1053,1181,NCNTY26041N26041,"Delta County, MI",0.293477400193273,0.00152258787082314
11492,792,797,1049,1417,1423,METRO49340N25027,"Western Worcester County, MA HUD Metro FMR Area",0.771668290039133,0.0193459080136829
11493,792,797,1049,1417,1423,METRO49340N25027,"Western Worcester County, MA HUD Metro FMR Area",0.564168793566737,0.0115636506572614
11494,928,1062,1397,1789,2210,METRO49340MM1120,"Eastern Worcester County, MA HUD Metro FMR Area",0.297757678152098,0.00423872096504541
11495,1145,1309,1723,2181,2505,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",0.317194458501144,0.00443201982859228
11496,1145,1309,1723,2181,2505,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",0.281687622527011,0.00441324224531019
11497,1145,1309,1723,2181,2505,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",0.202633011849283,0.00196077472052767
11498,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.183902405392327,0.00207726764705681
11499,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.294214885550008,0.00329127842526909
11500,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.258861727501167,0.00323988605732453
11501,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.30979927226537,0.00315678820510083
11502,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.332509180684101,0.00695895572138468
11503,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.330053576735304,0.00620282274974651
11504,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.421252135817226,0.0102674799454036
11505,798,909,1160,1488,1672,METRO44140M25011,"Franklin County, MA HUD Metro FMR Area",0.508188416661784,0.0100547891882113
11506,798,909,1160,1488,1672,METRO44140M25011,"Franklin County, MA HUD Metro FMR Area",0.394979944548013,0.00867310823650724
11507,1824,1942,2213,2736,3186,NCNTY25007N25007,"Dukes County, MA",0.202155860147947,0.00176496094746144
11508,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.261323990969107,0.00392533971790364
11509,587,591,757,1053,1181,NCNTY26041N26041,"Delta County, MI",0.848171082694856,0.0326213423401228
11510,587,591,757,1053,1181,NCNTY26041N26041,"Delta County, MI",1.10248965001291,0.0503512320836029
11511,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.514663715893616,0.00502022094501572
11512,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.283861849245488,0.00391693928936077
11513,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.502704213357616,0.00437232294710998
11514,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.405974854496611,0.00960921960870663
11515,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.462501752114509,0.00773391718792913
11516,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.342824756957855,0.00437037702853457
11517,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.362093342112666,0.00682726689678823
11518,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.416572378365111,0.00897743302762247
11519,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.226342476104067,0.0029513322259764
11520,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.241539973346506,0.00336524419181532
11521,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.273293084428377,0.0044054856555584
11522,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.390530918426805,0.00732348213091123
11523,587,591,757,1053,1181,NCNTY26041N26041,"Delta County, MI",1.074188888715,0.051585944627281
11524,524,621,757,1065,1154,NCNTY26007N26007,"Alpena County, MI",0.429308918898948,0.00261459897128529
11525,940,1071,1298,1605,1837,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",0.339069881198507,0.00628551967001619
11526,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.584403384061496,0.0111825363263924
11527,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.398997633863687,0.00535145488109263
11528,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.248168795376675,0.00285432493119668
11529,913,1026,1234,1525,1868,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",0.643991808234117,0.0110201330748731
11530,952,1110,1433,1836,2052,METRO39300MM1120,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",0.741890048146555,0.0136055002476362
11531,913,1026,1234,1525,1868,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",1.47926761140536,0.0146190490631411
11532,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.428309473049858,0.0063686136947539
11533,1803,1986,2399,2966,3253,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",0.367242389096545,0.00687585385402684
11534,928,1062,1397,1789,2210,METRO49340MM1120,"Eastern Worcester County, MA HUD Metro FMR Area",0.295430522319694,0.00438953820125552
11535,848,1013,1277,1623,1759,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",0.33246418032015,0.00669629905758179
11536,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.50252833926688,0.0109879597994606
11537,953,1124,1395,1809,2075,METRO12580M12580,"Baltimore-Columbia-Towson, MD MSA",0.213081393998835,0.00195906698017045
11538,953,1124,1395,1809,2075,METRO12580M12580,"Baltimore-Columbia-Towson, MD MSA",0.430119301848575,0.00885437520874128
11539,557,637,757,1075,1296,NCNTY24023N24023,"Garrett County, MD",0.405192281304298,0.00687594204063871
11540,557,637,757,1075,1296,NCNTY24023N24023,"Garrett County, MD",0.681764144951501,0.0168368276099904
11541,557,637,757,1075,1296,NCNTY24023N24023,"Garrett County, MD",0.799994278156373,0.0177121422945362
11542,557,637,757,1075,1296,NCNTY24023N24023,"Garrett County, MD",0.357321674977504,0.00489614466194346
11543,940,1071,1298,1605,1837,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1.28515199347306,0.0188749232430446
11544,940,1071,1298,1605,1837,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",0.584455197167553,0.0110708071916854
11545,940,1071,1298,1605,1837,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",0.419246693930898,0.00751780537097391
11546,759,764,932,1324,1595,METRO41540N24047,"Worcester County, MD HUD Metro FMR Area",2.89789996967491,0.0117875567875239
11547,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.33510665040098,0.00610684184401055
11548,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.482857921596233,0.00748775720888772
11549,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.516933321345637,0.0066748292484396
11550,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.445949926796099,0.00732674533725587
11551,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.246557863900676,0.00366398790016334
11552,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.399941896812882,0.00685593161659055
11553,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.316416396968105,0.00558858732322044
11554,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.197825678354112,0.00205798415343403
11555,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.333637367163239,0.00528357260552343
11556,940,1016,1337,1653,1877,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",0.422383045110017,0.00997586789307301
11557,798,909,1160,1488,1672,METRO44140M25011,"Franklin County, MA HUD Metro FMR Area",0.35702338482534,0.00585661357646256
11558,798,909,1160,1488,1672,METRO44140M25011,"Franklin County, MA HUD Metro FMR Area",0.438850468205145,0.0114191489468632
11559,759,764,932,1324,1595,METRO41540N24047,"Worcester County, MD HUD Metro FMR Area",0.188059647571877,0.00115189302892023
11560,940,1071,1298,1605,1837,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1.19303672293591,0.0190754099844275
11561,940,1071,1298,1605,1837,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",0.466973793144502,0.00843801717313142
11562,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.109150578385821,0.000592534887561079
11563,1058,1126,1372,1920,2218,METRO15680M15680,"California-Lexington Park, MD MSA",1.44041218604385,0.0118523961931129
11564,1058,1126,1372,1920,2218,METRO15680M15680,"California-Lexington Park, MD MSA",1.02265900824473,0.00956396065743188
11565,1058,1126,1372,1920,2218,METRO15680M15680,"California-Lexington Park, MD MSA",0.682238426860689,0.01204359951018
11566,1058,1126,1372,1920,2218,METRO15680M15680,"California-Lexington Park, MD MSA",0.879181140052693,0.00709793380949844
11567,787,788,1037,1398,1566,METRO41540M41540,"Salisbury, MD HUD Metro FMR Area",0.49591598302235,0.00951667925442032
11568,787,788,1037,1398,1566,METRO41540M41540,"Salisbury, MD HUD Metro FMR Area",0.379736908098536,0.00549004800045448
11569,787,788,1037,1398,1566,METRO41540M41540,"Salisbury, MD HUD Metro FMR Area",0.399206545653863,0.00611365665447085
11570,723,728,958,1312,1600,NCNTY24011N24011,"Caroline County, MD",0.447059610678865,0.00731385477748573
11571,787,788,1037,1398,1566,METRO41540M41540,"Salisbury, MD HUD Metro FMR Area",0.50644711340015,0.0116951099422468
11572,787,788,1037,1398,1566,METRO41540M41540,"Salisbury, MD HUD Metro FMR Area",0.407011701002422,0.00613471361999261
11573,940,1071,1298,1605,1837,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",0.350117921185076,0.00507185702125944
11574,611,648,792,1070,1098,METRO41540N24039,"Somerset County, MD HUD Metro FMR Area",0.490690024840853,0.00456781337694598
11575,611,648,792,1070,1098,METRO41540N24039,"Somerset County, MD HUD Metro FMR Area",0.485699318298126,0.00506794613270049
11576,611,648,792,1070,1098,METRO41540N24039,"Somerset County, MD HUD Metro FMR Area",1.15190482984828,0.00257413285797704
11577,611,648,792,1070,1098,METRO41540N24039,"Somerset County, MD HUD Metro FMR Area",0.456932250069099,0.0108642484381004
11578,953,1124,1395,1809,2075,METRO12580M12580,"Baltimore-Columbia-Towson, MD MSA",1.69920845339686,0.0110024498720592
11579,953,1124,1395,1809,2075,METRO12580M12580,"Baltimore-Columbia-Towson, MD MSA",2.72398554680023,0.0409580616172096
11580,503,606,757,987,1261,METRO19060M19060,"Cumberland, MD-WV MSA",0.110229034302099,0.000477501522514696
11581,611,648,792,1070,1098,METRO41540N24039,"Somerset County, MD HUD Metro FMR Area",1.08859770345384,0.00544707994949294
11582,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.467602003949985,0.0106756986339435
11583,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.348335369479224,0.00658015859125964
11584,913,1026,1234,1525,1868,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",0.353396960684914,0.00523349322823222
11585,952,1110,1433,1836,2052,METRO39300MM1120,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",0.372096804244973,0.00489131748973396
11586,798,909,1160,1488,1672,METRO44140M25011,"Franklin County, MA HUD Metro FMR Area",0.431015587262382,0.00768639113114859
11587,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.332645811112696,0.00600482180307143
11588,1103,1162,1491,1843,2022,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",0.408856008493783,0.00852540558659154
11589,865,871,1146,1447,1727,METRO49340MM2600,"Fitchburg-Leominster, MA HUD Metro FMR Area",0.448936845063451,0.0125353345977677
11590,787,788,1037,1398,1566,METRO41540M41540,"Salisbury, MD HUD Metro FMR Area",0.217240832481173,0.00249485384640686
11591,787,788,1037,1398,1566,METRO41540M41540,"Salisbury, MD HUD Metro FMR Area",0.295095009524045,0.00409410564524773
11592,611,648,792,1070,1098,METRO41540N24039,"Somerset County, MD HUD Metro FMR Area",0.470559773252245,0.00116814453587196
11593,611,648,792,1070,1098,METRO41540N24039,"Somerset County, MD HUD Metro FMR Area",0.380110604210698,0.001426086528878
11594,611,648,792,1070,1098,METRO41540N24039,"Somerset County, MD HUD Metro FMR Area",2.38511088636365,0.00413732584514635
11595,792,797,1049,1417,1423,METRO49340N25027,"Western Worcester County, MA HUD Metro FMR Area",0.460215674942371,0.0119055471652877
11596,809,903,1114,1377,1511,METRO39300MM5400,"New Bedford, MA HUD Metro FMR Area",0.674395153943494,0.00350110773375609
11597,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.250557256973301,0.00367650812051422
11598,928,1062,1397,1789,2210,METRO49340MM1120,"Eastern Worcester County, MA HUD Metro FMR Area",0.417009213430704,0.0077031801530307
11599,865,871,1146,1447,1727,METRO49340MM2600,"Fitchburg-Leominster, MA HUD Metro FMR Area",0.406173147942004,0.0065368492574217
11600,792,797,1049,1417,1423,METRO49340N25027,"Western Worcester County, MA HUD Metro FMR Area",0.439247586909979,0.00699417141002341
11601,787,788,1037,1398,1566,METRO41540M41540,"Salisbury, MD HUD Metro FMR Area",0.25386108924286,0.0031926284740574
11602,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.231984775665398,0.00224555083268795
11603,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.634367241017606,0.00906902583571512
11604,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.6382662724535,0.0128044926973262
11605,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.470629306688199,0.00838509060633993
11606,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.257736393002058,0.0020719685452349
11607,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.383186216249766,0.00540791562556243
11608,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.62665065449495,0.00895375344548311
11609,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.536775932495764,0.0113478864115824
11610,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.381879639675975,0.00519019258027853
11611,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.334561104577773,0.00296858392737585
11612,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.957941103758367,0.0131861112054223
11613,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.453379084028783,0.00591317545839211
11614,611,648,792,1070,1098,METRO41540N24039,"Somerset County, MD HUD Metro FMR Area",0.408357592722464,0.00241885646165468
11615,611,648,792,1070,1098,METRO41540N24039,"Somerset County, MD HUD Metro FMR Area",0.260685877202128,0.000999606480493872
11616,611,648,792,1070,1098,METRO41540N24039,"Somerset County, MD HUD Metro FMR Area",0.823043020215503,0.00910156155411005
11617,953,1124,1395,1809,2075,METRO12580M12580,"Baltimore-Columbia-Towson, MD MSA",0.348205119655964,0.00439397765888422
11618,809,903,1114,1377,1511,METRO39300MM5400,"New Bedford, MA HUD Metro FMR Area",0.314188537856127,0.00528991463978821
11619,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.457733955335651,0.0101129263109567
11620,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.474381985096073,0.00909113852541959
11621,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.468004447562977,0.00817808367315952
11622,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.48697867776678,0.0150853857642787
11623,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.311461068571393,0.00553323110608176
11624,727,874,1094,1353,1623,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",0.409460308556863,0.00643828242327551
11625,1539,1567,1785,2260,2713,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",0.14342328122891,0.000573362257119163
11626,953,1124,1395,1809,2075,METRO12580M12580,"Baltimore-Columbia-Towson, MD MSA",0.436152126454654,0.00646045738336309
11627,940,1071,1298,1605,1837,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",0.660850002363548,0.012471768912513
11628,940,1071,1298,1605,1837,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",0.492158467656235,0.00844008602818342
